# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Nov 16 16:49:49 2023
#
# User preference: *
#
# COLUMN pl_name:        Planet Name
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_masseerr1:   Planet Mass [Earth Mass] Upper Unc.
# COLUMN pl_masseerr2:   Planet Mass [Earth Mass] Lower Unc.
# COLUMN pl_masselim:    Planet Mass [Earth Mass] Limit Flag
# COLUMN pl_msinie:      Planet Mass*sin(i) [Earth Mass]
# COLUMN pl_msinieerr1:  Planet Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_msinieerr2:  Planet Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_msinielim:   Planet Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_cmasse:      Planet Mass*sin(i)/sin(i) [Earth Mass]
# COLUMN pl_cmasseerr1:  Planet Mass*sin(i)/sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_cmasseerr2:  Planet Mass*sin(i)/sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_cmasselim:   Planet Mass*sin(i)/sin(i) [Earth Mass] Limit Flag
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
#
loc_rowid,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_msinie,pl_msinieerr1,pl_msinieerr2,pl_msinielim,pl_cmasse,pl_cmasseerr1,pl_cmasseerr2,pl_cmasselim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim
16390,Kepler-1847 b,,,,,,,,,,,,,0.000000,,,0
16391,Kepler-1847 b,,,,,,,,,,,,,,,,0
16392,Kepler-1847 b,,,,,,,,,,,,,,,,
16393,Kepler-1847 b,,,,,,,,,,,,,0.000000,,,0
16394,Kepler-1847 b,,,,,,,,,,,,,0.000000,,,0
16395,Kepler-1848 b,,,,,,,,,,,,,0.000000,,,0
16396,Kepler-1848 b,,,,,,,,,,,,,,,,
16397,Kepler-1848 b,,,,,,,,,,,,,0.000000,,,0
16398,Kepler-1848 b,,,,,,,,,,,,,,,,0
16399,Kepler-1848 b,,,,,,,,,,,,,0.000000,,,0
16400,Kepler-1848 b,,,,,,,,,,,,,0.000000,,,0
16401,Kepler-1848 b,,,,,,,,,,,,,0.000000,,,0
16402,Kepler-1849 b,,,,,,,,,,,,,,,,
16403,Kepler-1849 b,,,,,,,,,,,,,,,,
16404,Kepler-1849 b,,,,,,,,,,,,,,,,0
16405,Kepler-1849 b,,,,,,,,,,,,,0.000000,,,0
16406,Kepler-1849 b,,,,,,,,,,,,,0.000000,,,0
16407,Kepler-1849 b,,,,,,,,,,,,,0.000000,,,0
16408,Kepler-1849 b,,,,,,,,,,,,,0.000000,,,0
16409,Kepler-1849 b,,,,,,,,,,,,,0.000000,,,0
16410,Kepler-185 b,,,,,,,,,,,,,,,,
16411,Kepler-185 b,,,,,,,,,,,,,,,,
16412,Kepler-185 b,,,,,,,,,,,,,,,,0
16413,Kepler-185 b,,,,,,,,,,,,,0.000000,,,0
16414,Kepler-185 b,,,,,,,,,,,,,,,,
16415,Kepler-185 b,,,,,,,,,,,,,0.000000,,,0
16416,Kepler-185 b,,,,,,,,,,,,,,,,
16417,Kepler-185 b,,,,,,,,,,,,,0.000000,,,0
16418,Kepler-185 b,,,,,,,,,,,,,0.000000,,,0
16419,Kepler-185 b,,,,,,,,,,,,,0.000000,,,0
16420,Kepler-185 c,,,,,,,,,,,,,0.000000,,,0
16421,Kepler-185 c,,,,,,,,,,,,,,,,0
16422,Kepler-185 c,,,,,,,,,,,,,,,,
16423,Kepler-185 c,,,,,,,,,,,,,,,,
16424,Kepler-185 c,,,,,,,,,,,,,0.000000,,,0
16425,Kepler-185 c,,,,,,,,,,,,,,,,
16426,Kepler-185 c,,,,,,,,,,,,,0.000000,,,0
16427,Kepler-185 c,,,,,,,,,,,,,,,,
16428,Kepler-185 c,,,,,,,,,,,,,0.000000,,,0
16429,Kepler-185 c,,,,,,,,,,,,,,,,
16430,Kepler-185 c,,,,,,,,,,,,,0.000000,,,0
16431,Kepler-1850 b,,,,,,,,,,,,,0.000000,,,0
16432,Kepler-1850 b,,,,,,,,,,,,,,,,0
16433,Kepler-1850 b,,,,,,,,,,,,,0.000000,,,0
16434,Kepler-1850 b,,,,,,,,,,,,,0.000000,,,0
16435,Kepler-1850 b,,,,,,,,,,,,,,,,
16436,Kepler-1850 b,,,,,,,,,,,,,0.000000,,,0
16437,Kepler-1850 b,,,,,,,,,,,,,0.000000,,,0
16438,Kepler-1851 b,,,,,,,,,,,,,,,,0
16439,Kepler-1851 b,,,,,,,,,,,,,0.000000,,,0
16440,Kepler-1851 b,,,,,,,,,,,,,0.000000,,,0
16441,Kepler-1851 b,,,,,,,,,,,,,,,,
16442,Kepler-1851 b,,,,,,,,,,,,,,,,
16443,Kepler-1851 b,,,,,,,,,,,,,0.000000,,,0
16444,Kepler-1851 b,,,,,,,,,,,,,0.000000,,,0
16445,Kepler-1851 b,,,,,,,,,,,,,0.000000,,,0
16446,Kepler-1852 b,,,,,,,,,,,,,0.000000,,,0
16447,Kepler-1852 b,,,,,,,,,,,,,0.000000,,,0
16448,Kepler-1852 b,,,,,,,,,,,,,0.000000,,,0
16449,Kepler-1852 b,,,,,,,,,,,,,,,,
16450,Kepler-1852 b,,,,,,,,,,,,,,,,0
16451,Kepler-1852 b,,,,,,,,,,,,,0.000000,,,0
16452,Kepler-1852 b,,,,,,,,,,,,,0.000000,,,0
16453,Kepler-1853 b,,,,,,,,,,,,,,,,0
16454,Kepler-1853 b,,,,,,,,,,,,,0.000000,,,0
16455,Kepler-1853 b,,,,,,,,,,,,,,,,
16456,Kepler-1853 b,,,,,,,,,,,,,,,,
16457,Kepler-1853 b,,,,,,,,,,,,,0.000000,,,0
16458,Kepler-1853 b,,,,,,,,,,,,,0.000000,,,0
16459,Kepler-1853 b,,,,,,,,,,,,,0.000000,,,0
16460,Kepler-1853 b,,,,,,,,,,,,,0.000000,,,0
16461,Kepler-1854 b,,,,,,,,,,,,,0.000000,,,0
16462,Kepler-1854 b,,,,,,,,,,,,,,,,
16463,Kepler-1854 b,,,,,,,,,,,,,0.000000,,,0
16464,Kepler-1854 b,,,,,,,,,,,,,0.000000,,,0
16465,Kepler-1854 b,,,,,,,,,,,,,0.000000,,,0
16466,Kepler-1854 b,,,,,,,,,,,,,0.000000,,,0
16467,Kepler-1854 b,,,,,,,,,,,,,,,,0
16468,Kepler-1854 b,,,,,,,,,,,,,,,,
16469,Kepler-1855 b,,,,,,,,,,,,,0.000000,,,0
16470,Kepler-1855 b,,,,,,,,,,,,,0.000000,,,0
16471,Kepler-1855 b,,,,,,,,,,,,,0.000000,,,0
16472,Kepler-1855 b,,,,,,,,,,,,,0.000000,,,0
16473,Kepler-1855 b,,,,,,,,,,,,,0.000000,,,0
16474,Kepler-1855 b,,,,,,,,,,,,,,,,0
16475,Kepler-1855 b,,,,,,,,,,,,,,,,
16476,Kepler-1856 b,,,,,,,,,,,,,,,,
16477,Kepler-1856 b,,,,,,,,,,,,,,,,0
16478,Kepler-1856 b,,,,,,,,,,,,,0.000000,,,0
16479,Kepler-1856 b,,,,,,,,,,,,,0.000000,,,0
16480,Kepler-1856 b,,,,,,,,,,,,,0.000000,,,0
16481,Kepler-1856 b,,,,,,,,,,,,,0.000000,,,0
16482,Kepler-1856 b,,,,,,,,,,,,,0.000000,,,0
16483,Kepler-1857 b,,,,,,,,,,,,,0.000000,,,0
16484,Kepler-1857 b,,,,,,,,,,,,,,,,0
16485,Kepler-1857 b,,,,,,,,,,,,,0.000000,,,0
16486,Kepler-1857 b,,,,,,,,,,,,,,,,
16487,Kepler-1857 b,,,,,,,,,,,,,0.000000,,,0
16488,Kepler-1857 b,,,,,,,,,,,,,0.000000,,,0
16489,Kepler-1857 b,,,,,,,,,,,,,0.000000,,,0
16490,Kepler-1858 b,,,,,,,,,,,,,0.000000,,,0
16491,Kepler-1858 b,,,,,,,,,,,,,,,,
16492,Kepler-1858 b,,,,,,,,,,,,,0.000000,,,0
16493,Kepler-1858 b,,,,,,,,,,,,,0.000000,,,0
16494,Kepler-1858 b,,,,,,,,,,,,,0.000000,,,0
16495,Kepler-1858 b,,,,,,,,,,,,,,,,0
16496,Kepler-1858 b,,,,,,,,,,,,,,,,
16497,Kepler-1858 b,,,,,,,,,,,,,0.000000,,,0
16498,Kepler-1859 b,,,,,,,,,,,,,0.000000,,,0
16499,Kepler-1859 b,,,,,,,,,,,,,,,,
16500,Kepler-1859 b,,,,,,,,,,,,,0.000000,,,0
16501,Kepler-1859 b,,,,,,,,,,,,,0.000000,,,0
16502,Kepler-1859 b,,,,,,,,,,,,,0.000000,,,0
16503,Kepler-1859 b,,,,,,,,,,,,,0.000000,,,0
16504,Kepler-1859 b,,,,,,,,,,,,,,,,0
16505,Kepler-1859 c,,,,,,,,,,,,,,,,
16506,Kepler-1859 c,,,,,,,,,,,,,,,,0
16507,Kepler-1859 c,,,,,,,,,,,,,0.000000,,,0
16508,Kepler-1859 c,,,,,,,,,,,,,0.000000,,,0
16509,Kepler-1859 c,,,,,,,,,,,,,0.000000,,,0
16510,Kepler-1859 c,,,,,,,,,,,,,0.000000,,,0
16511,Kepler-186 b,,,,,,,,,,,,,,,,
16512,Kepler-186 b,,,,,,,,,,,,,,,,
16513,Kepler-186 b,,,,,,,,,,,,,0.000000,,,0
16514,Kepler-186 b,,,,,,,,,,,,,0.000000,,,0
16515,Kepler-186 b,,,,,,,,,,,,,0.000000,,,0
16516,Kepler-186 b,,,,,,,,,,,,,,,,
16517,Kepler-186 b,,,,,,,,,,,,,,,,
16518,Kepler-186 b,,,,,,,,,,,,,,,,
16519,Kepler-186 b,,,,,,,,,,,,,,,,
16520,Kepler-186 b,,,,,,,,,,,,,,,,
16521,Kepler-186 b,,,,,,,,,,,,,,,,
16522,Kepler-186 b,,,,,,,,,,,,,0.000000,,,0
16523,Kepler-186 b,,,,,,,,,,,,,,,,
16524,Kepler-186 b,,,,,,,,,,,,,,,,0
16525,Kepler-186 b,,,,,,,,,,,,,0.000000,,,0
16526,Kepler-186 b,,,,,,,,,,,,,,,,
16527,Kepler-186 c,,,,,,,,,,,,,,,,
16528,Kepler-186 c,,,,,,,,,,,,,,,,
16529,Kepler-186 c,,,,,,,,,,,,,,,,
16530,Kepler-186 c,,,,,,,,,,,,,,,,
16531,Kepler-186 c,,,,,,,,,,,,,0.000000,,,0
16532,Kepler-186 c,,,,,,,,,,,,,,,,0
16533,Kepler-186 c,,,,,,,,,,,,,,,,
16534,Kepler-186 c,,,,,,,,,,,,,0.000000,,,0
16535,Kepler-186 c,,,,,,,,,,,,,0.000000,,,0
16536,Kepler-186 c,,,,,,,,,,,,,0.000000,,,0
16537,Kepler-186 c,,,,,,,,,,,,,,,,
16538,Kepler-186 c,,,,,,,,,,,,,,,,
16539,Kepler-186 c,,,,,,,,,,,,,0.000000,,,0
16540,Kepler-186 c,,,,,,,,,,,,,,,,
16541,Kepler-186 c,,,,,,,,,,,,,,,,
16542,Kepler-186 c,,,,,,,,,,,,,,,,
16543,Kepler-186 d,,,,,,,,,,,,,0.000000,,,0
16544,Kepler-186 d,,,,,,,,,,,,,,,,
16545,Kepler-186 d,,,,,,,,,,,,,,,,
16546,Kepler-186 d,,,,,,,,,,,,,0.000000,,,0
16547,Kepler-186 d,,,,,,,,,,,,,,,,
16548,Kepler-186 d,,,,,,,,,,,,,,,,
16549,Kepler-186 d,,,,,,,,,,,,,0.000000,,,0
16550,Kepler-186 d,,,,,,,,,,,,,,,,
16551,Kepler-186 d,,,,,,,,,,,,,,,,
16552,Kepler-186 d,,,,,,,,,,,,,,,,0
16553,Kepler-186 d,,,,,,,,,,,,,,,,
16554,Kepler-186 d,,,,,,,,,,,,,0.000000,,,0
16555,Kepler-186 d,,,,,,,,,,,,,,,,
16556,Kepler-186 d,,,,,,,,,,,,,,,,
16557,Kepler-186 d,,,,,,,,,,,,,0.000000,,,0
16558,Kepler-186 d,,,,,,,,,,,,,,,,
16559,Kepler-186 e,,,,,,,,,,,,,,,,
16560,Kepler-186 e,,,,,,,,,,,,,,,,
16561,Kepler-186 e,,,,,,,,,,,,,0.000000,,,0
16562,Kepler-186 e,,,,,,,,,,,,,,,,
16563,Kepler-186 e,,,,,,,,,,,,,,,,
16564,Kepler-186 e,,,,,,,,,,,,,0.000000,,,0
16565,Kepler-186 e,,,,,,,,,,,,,,,,
16566,Kepler-186 e,,,,,,,,,,,,,0.000000,,,0
16567,Kepler-186 e,,,,,,,,,,,,,,,,0
16568,Kepler-186 e,,,,,,,,,,,,,,,,
16569,Kepler-186 e,,,,,,,,,,,,,0.000000,,,0
16570,Kepler-186 e,,,,,,,,,,,,,,,,
16571,Kepler-186 e,,,,,,,,,,,,,0.000000,,,0
16572,Kepler-186 e,,,,,,,,,,,,,,,,
16573,Kepler-186 e,,,,,,,,,,,,,,,,
16574,Kepler-186 f,,,,,,,,,,,,,,,,
16575,Kepler-186 f,,,,,,,,,,,,,,,,
16576,Kepler-186 f,,,,,,,,,,,,,0.000000,,,0
16577,Kepler-186 f,,,,,,,,,,,,,0.000000,,,0
16578,Kepler-186 f,,,,,,,,,,,,,,,,
16579,Kepler-186 f,,,,,,,,,,,,,,,,
16580,Kepler-186 f,,,,,,,,,,,,,0.000000,,,0
16581,Kepler-186 f,,,,,,,,,,,,,0.000000,,,0
16582,Kepler-186 f,,,,,,,,,,,,,,,,
16583,Kepler-186 f,,,,,,,,,,,,,,,,0
16584,Kepler-186 f,,,,,,,,,,,,,,,,
16585,Kepler-186 f,,,,,,,,,,,,,0.040000,0.070000,-0.040000,-1
16586,Kepler-1860 b,,,,,,,,,,,,,0.000000,,,0
16587,Kepler-1860 b,,,,,,,,,,,,,0.000000,,,0
16588,Kepler-1860 b,,,,,,,,,,,,,0.000000,,,0
16589,Kepler-1860 b,,,,,,,,,,,,,0.000000,,,0
16590,Kepler-1860 b,,,,,,,,,,,,,0.000000,,,0
16591,Kepler-1860 b,,,,,,,,,,,,,,,,
16592,Kepler-1860 b,,,,,,,,,,,,,,,,0
16593,Kepler-1861 b,,,,,,,,,,,,,,,,0
16594,Kepler-1861 b,,,,,,,,,,,,,0.000000,,,0
16595,Kepler-1861 b,,,,,,,,,,,,,0.000000,,,0
16596,Kepler-1861 b,,,,,,,,,,,,,0.000000,,,0
16597,Kepler-1861 b,,,,,,,,,,,,,,,,
16598,Kepler-1861 b,,,,,,,,,,,,,0.000000,,,0
16599,Kepler-1861 b,,,,,,,,,,,,,0.000000,,,0
16600,Kepler-1861 b,,,,,,,,,,,,,,,,
16601,Kepler-1862 b,,,,,,,,,,,,,0.000000,,,0
16602,Kepler-1862 b,,,,,,,,,,,,,,,,
16603,Kepler-1862 b,,,,,,,,,,,,,0.000000,,,0
16604,Kepler-1862 b,,,,,,,,,,,,,0.000000,,,0
16605,Kepler-1862 b,,,,,,,,,,,,,0.000000,,,0
16606,Kepler-1862 b,,,,,,,,,,,,,,,,
16607,Kepler-1862 b,,,,,,,,,,,,,0.000000,,,0
16608,Kepler-1862 b,,,,,,,,,,,,,,,,0
16609,Kepler-1863 b,,,,,,,,,,,,,0.000000,,,0
16610,Kepler-1863 b,,,,,,,,,,,,,0.000000,,,0
16611,Kepler-1863 b,,,,,,,,,,,,,0.000000,,,0
16612,Kepler-1863 b,,,,,,,,,,,,,,,,0
16613,Kepler-1863 b,,,,,,,,,,,,,0.000000,,,0
16614,Kepler-1863 b,,,,,,,,,,,,,,,,
16615,Kepler-1863 b,,,,,,,,,,,,,0.000000,,,0
16616,Kepler-1863 b,,,,,,,,,,,,,,,,
16617,Kepler-1864 b,,,,,,,,,,,,,,,,
16618,Kepler-1864 b,,,,,,,,,,,,,,,,0
16619,Kepler-1864 b,,,,,,,,,,,,,0.000000,,,0
16620,Kepler-1864 b,,,,,,,,,,,,,0.000000,,,0
16621,Kepler-1864 b,,,,,,,,,,,,,0.000000,,,0
16622,Kepler-1864 b,,,,,,,,,,,,,0.000000,,,0
16623,Kepler-1864 b,,,,,,,,,,,,,0.000000,,,0
16624,Kepler-1865 b,,,,,,,,,,,,,0.000000,,,0
16625,Kepler-1865 b,,,,,,,,,,,,,0.000000,,,0
16626,Kepler-1865 b,,,,,,,,,,,,,0.000000,,,0
16627,Kepler-1865 b,,,,,,,,,,,,,0.000000,,,0
16628,Kepler-1865 b,,,,,,,,,,,,,,,,0
16629,Kepler-1865 b,,,,,,,,,,,,,,,,
16630,Kepler-1865 b,,,,,,,,,,,,,0.000000,,,0
16631,Kepler-1866 b,,,,,,,,,,,,,,,,
16632,Kepler-1866 b,,,,,,,,,,,,,,,,0
16633,Kepler-1866 b,,,,,,,,,,,,,0.000000,,,0
16634,Kepler-1866 b,,,,,,,,,,,,,0.000000,,,0
16635,Kepler-1866 b,,,,,,,,,,,,,0.000000,,,0
16636,Kepler-1866 b,,,,,,,,,,,,,0.000000,,,0
16637,Kepler-1866 b,,,,,,,,,,,,,0.000000,,,0
16638,Kepler-1867 b,,,,,,,,,,,,,0.000000,,,0
16639,Kepler-1867 b,,,,,,,,,,,,,,,,0
16640,Kepler-1867 b,,,,,,,,,,,,,0.000000,,,0
16641,Kepler-1867 b,,,,,,,,,,,,,0.000000,,,0
16642,Kepler-1867 b,,,,,,,,,,,,,0.000000,,,0
16643,Kepler-1867 b,,,,,,,,,,,,,,,,
16644,Kepler-1867 b,,,,,,,,,,,,,0.000000,,,0
16645,Kepler-1868 b,,,,,,,,,,,,,0.000000,,,0
16646,Kepler-1868 b,,,,,,,,,,,,,0.000000,,,0
16647,Kepler-1868 b,,,,,,,,,,,,,0.000000,,,0
16648,Kepler-1868 b,,,,,,,,,,,,,,,,
16649,Kepler-1868 b,,,,,,,,,,,,,0.000000,,,0
16650,Kepler-1868 b,,,,,,,,,,,,,,,,
16651,Kepler-1868 b,,,,,,,,,,,,,0.000000,,,0
16652,Kepler-1868 b,,,,,,,,,,,,,,,,0
16653,Kepler-1869 b,,,,,,,,,,,,,0.000000,,,0
16654,Kepler-1869 b,,,,,,,,,,,,,,,,0
16655,Kepler-1869 b,,,,,,,,,,,,,0.000000,,,0
16656,Kepler-1869 b,,,,,,,,,,,,,0.000000,,,0
16657,Kepler-1869 b,,,,,,,,,,,,,0.000000,,,0
16658,Kepler-1869 b,,,,,,,,,,,,,0.000000,,,0
16659,Kepler-1869 b,,,,,,,,,,,,,,,,
16660,Kepler-1869 b,,,,,,,,,,,,,,,,
16661,Kepler-1869 c,,,,,,,,,,,,,0.000000,,,0
16662,Kepler-1869 c,,,,,,,,,,,,,,,,
16663,Kepler-1869 c,,,,,,,,,,,,,0.000000,,,0
16664,Kepler-1869 c,,,,,,,,,,,,,,,,
16665,Kepler-1869 c,,,,,,,,,,,,,0.000000,,,0
16666,Kepler-1869 c,,,,,,,,,,,,,0.000000,,,0
16667,Kepler-1869 c,,,,,,,,,,,,,0.000000,,,0
16668,Kepler-1869 c,,,,,,,,,,,,,,,,0
16669,Kepler-187 b,,,,,,,,,,,,,0.000000,,,0
16670,Kepler-187 b,,,,,,,,,,,,,0.000000,,,0
16671,Kepler-187 b,,,,,,,,,,,,,0.000000,,,0
16672,Kepler-187 b,,,,,,,,,,,,,,,,0
16673,Kepler-187 b,,,,,,,,,,,,,0.000000,,,0
16674,Kepler-187 b,,,,,,,,,,,,,,,,
16675,Kepler-187 b,,,,,,,,,,,,,0.000000,,,0
16676,Kepler-187 b,,,,,,,,,,,,,,,,
16677,Kepler-187 b,,,,,,,,,,,,,,,,
16678,Kepler-187 b,,,,,,,,,,,,,,,,
16679,Kepler-187 c,,,,,,,,,,,,,0.000000,,,0
16680,Kepler-187 c,,,,,,,,,,,,,0.000000,,,0
16681,Kepler-187 c,,,,,,,,,,,,,0.000000,,,0
16682,Kepler-187 c,,,,,,,,,,,,,0.000000,,,0
16683,Kepler-187 c,,,,,,,,,,,,,0.000000,,,0
16684,Kepler-187 c,,,,,,,,,,,,,,,,
16685,Kepler-187 c,,,,,,,,,,,,,,,,
16686,Kepler-187 c,,,,,,,,,,,,,,,,
16687,Kepler-187 c,,,,,,,,,,,,,,,,
16688,Kepler-187 c,,,,,,,,,,,,,,,,0
16689,Kepler-187 c,,,,,,,,,,,,,,,,
16690,Kepler-1870 b,,,,,,,,,,,,,,,,
16691,Kepler-1870 b,,,,,,,,,,,,,0.000000,,,0
16692,Kepler-1870 b,,,,,,,,,,,,,0.000000,,,0
16693,Kepler-1870 b,,,,,,,,,,,,,0.000000,,,0
16694,Kepler-1870 b,,,,,,,,,,,,,0.000000,,,0
16695,Kepler-1870 b,,,,,,,,,,,,,,,,0
16696,Kepler-1870 b,,,,,,,,,,,,,,,,
16697,Kepler-1870 b,,,,,,,,,,,,,0.000000,,,0
16698,Kepler-1871 b,,,,,,,,,,,,,0.000000,,,0
16699,Kepler-1871 b,,,,,,,,,,,,,0.000000,,,0
16700,Kepler-1871 b,,,,,,,,,,,,,0.000000,,,0
16701,Kepler-1871 b,,,,,,,,,,,,,,,,
16702,Kepler-1871 b,,,,,,,,,,,,,0.000000,,,0
16703,Kepler-1871 b,,,,,,,,,,,,,0.000000,,,0
16704,Kepler-1871 b,,,,,,,,,,,,,,,,0
16705,Kepler-1872 b,,,,,,,,,,,,,0.000000,,,0
16706,Kepler-1872 b,,,,,,,,,,,,,0.000000,,,0
16707,Kepler-1872 b,,,,,,,,,,,,,,,,0
16708,Kepler-1872 b,,,,,,,,,,,,,0.000000,,,0
16709,Kepler-1872 b,,,,,,,,,,,,,0.000000,,,0
16710,Kepler-1872 b,,,,,,,,,,,,,0.000000,,,0
16711,Kepler-1872 b,,,,,,,,,,,,,,,,
16712,Kepler-1873 b,,,,,,,,,,,,,0.000000,,,0
16713,Kepler-1873 b,,,,,,,,,,,,,0.000000,,,0
16714,Kepler-1873 b,,,,,,,,,,,,,0.000000,,,0
16715,Kepler-1873 b,,,,,,,,,,,,,0.000000,,,0
16716,Kepler-1873 b,,,,,,,,,,,,,,,,0
16717,Kepler-1873 b,,,,,,,,,,,,,,,,
16718,Kepler-1873 b,,,,,,,,,,,,,0.000000,,,0
16719,Kepler-1874 b,,,,,,,,,,,,,,,,0
16720,Kepler-1874 b,,,,,,,,,,,,,,,,
16721,Kepler-1874 b,,,,,,,,,,,,,,,,
16722,Kepler-1874 b,,,,,,,,,,,,,0.000000,,,0
16723,Kepler-1874 b,,,,,,,,,,,,,0.000000,,,0
16724,Kepler-1874 b,,,,,,,,,,,,,0.000000,,,0
16725,Kepler-1874 b,,,,,,,,,,,,,0.000000,,,0
16726,Kepler-1874 b,,,,,,,,,,,,,0.000000,,,0
16727,Kepler-1875 b,,,,,,,,,,,,,0.000000,,,0
16728,Kepler-1875 b,,,,,,,,,,,,,0.000000,,,0
16729,Kepler-1875 b,,,,,,,,,,,,,,,,
16730,Kepler-1875 b,,,,,,,,,,,,,,,,0
16731,Kepler-1875 b,,,,,,,,,,,,,0.000000,,,0
16732,Kepler-1875 b,,,,,,,,,,,,,0.000000,,,0
16733,Kepler-1875 b,,,,,,,,,,,,,,,,
16734,Kepler-1875 b,,,,,,,,,,,,,0.000000,,,0
16735,Kepler-1876 b,,,,,,,,,,,,,0.000000,,,0
16736,Kepler-1876 b,,,,,,,,,,,,,,,,0
16737,Kepler-1876 b,,,,,,,,,,,,,0.000000,,,0
16738,Kepler-1876 b,,,,,,,,,,,,,,,,
16739,Kepler-1876 b,,,,,,,,,,,,,0.000000,,,0
16740,Kepler-1876 b,2.40000,,,1,,,,,,,,,0.098000,,,1
16741,Kepler-1876 b,,,,,,,,,,,,,0.000000,,,0
16742,Kepler-1876 b,,,,,,,,,,,,,0.000000,,,0
16743,Kepler-1877 b,,,,,,,,,,,,,0.000000,,,0
16744,Kepler-1877 b,,,,,,,,,,,,,,,,
16745,Kepler-1877 b,,,,,,,,,,,,,,,,0
16746,Kepler-1877 b,,,,,,,,,,,,,0.000000,,,0
16747,Kepler-1877 b,,,,,,,,,,,,,0.000000,,,0
16748,Kepler-1877 b,,,,,,,,,,,,,0.000000,,,0
16749,Kepler-1877 b,,,,,,,,,,,,,0.000000,,,0
16750,Kepler-1878 b,,,,,,,,,,,,,0.000000,,,0
16751,Kepler-1878 b,,,,,,,,,,,,,0.000000,,,0
16752,Kepler-1878 b,,,,,,,,,,,,,0.000000,,,0
16753,Kepler-1878 b,,,,,,,,,,,,,,,,
16754,Kepler-1878 b,,,,,,,,,,,,,0.000000,,,0
16755,Kepler-1878 b,,,,,,,,,,,,,,,,0
16756,Kepler-1878 b,,,,,,,,,,,,,0.000000,,,0
16757,Kepler-1879 b,,,,,,,,,,,,,,,,
16758,Kepler-1879 b,,,,,,,,,,,,,,,,
16759,Kepler-1879 b,,,,,,,,,,,,,0.000000,,,0
16760,Kepler-1879 b,,,,,,,,,,,,,0.000000,,,0
16761,Kepler-1879 b,,,,,,,,,,,,,0.000000,,,0
16762,Kepler-1879 b,,,,,,,,,,,,,0.000000,,,0
16763,Kepler-1879 b,,,,,,,,,,,,,,,,0
16764,Kepler-1879 b,,,,,,,,,,,,,0.000000,,,0
16765,Kepler-188 b,,,,,,,,,,,,,0.000000,,,0
16766,Kepler-188 b,,,,,,,,,,,,,0.000000,,,0
16767,Kepler-188 b,,,,,,,,,,,,,,,,
16768,Kepler-188 b,,,,,,,,,,,,,,,,
16769,Kepler-188 b,,,,,,,,,,,,,0.000000,,,0
16770,Kepler-188 b,,,,,,,,,,,,,0.000000,,,0
16771,Kepler-188 b,,,,,,,,,,,,,0.000000,,,0
16772,Kepler-188 b,,,,,,,,,,,,,,,,
16773,Kepler-188 b,,,,,,,,,,,,,,,,
16774,Kepler-188 b,,,,,,,,,,,,,,,,0
16775,Kepler-188 c,,,,,,,,,,,,,0.000000,,,0
16776,Kepler-188 c,,,,,,,,,,,,,0.000000,,,0
16777,Kepler-188 c,,,,,,,,,,,,,,,,
16778,Kepler-188 c,,,,,,,,,,,,,,,,
16779,Kepler-188 c,,,,,,,,,,,,,,,,
16780,Kepler-188 c,,,,,,,,,,,,,,,,0
16781,Kepler-188 c,,,,,,,,,,,,,0.000000,,,0
16782,Kepler-188 c,,,,,,,,,,,,,0.000000,,,0
16783,Kepler-188 c,,,,,,,,,,,,,,,,
16784,Kepler-188 c,,,,,,,,,,,,,,,,
16785,Kepler-188 c,,,,,,,,,,,,,0.000000,,,0
16786,Kepler-1880 b,,,,,,,,,,,,,,,,0
16787,Kepler-1880 b,,,,,,,,,,,,,0.000000,,,0
16788,Kepler-1880 b,,,,,,,,,,,,,,,,
16789,Kepler-1880 b,,,,,,,,,,,,,0.000000,,,0
16790,Kepler-1880 b,,,,,,,,,,,,,0.000000,,,0
16791,Kepler-1880 b,,,,,,,,,,,,,0.000000,,,0
16792,Kepler-1880 b,,,,,,,,,,,,,0.000000,,,0
16793,Kepler-1881 b,,,,,,,,,,,,,0.000000,,,0
16794,Kepler-1881 b,,,,,,,,,,,,,0.000000,,,0
16795,Kepler-1881 b,,,,,,,,,,,,,0.000000,,,0
16796,Kepler-1881 b,,,,,,,,,,,,,,,,0
16797,Kepler-1881 b,,,,,,,,,,,,,0.000000,,,0
16798,Kepler-1881 b,,,,,,,,,,,,,0.000000,,,0
16799,Kepler-1881 b,,,,,,,,,,,,,,,,
16800,Kepler-1882 b,,,,,,,,,,,,,0.000000,,,0
16801,Kepler-1882 b,,,,,,,,,,,,,,,,
16802,Kepler-1882 b,,,,,,,,,,,,,0.000000,,,0
